gene	score	wave62_call	strong_l2g_disease_count	strong_l2g_diseases	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	ms_max_l2g_score	ms_max_qtl_h4	broad_positive_disease_count	broad_positive_fdr10_compartment_count	broad_positive_diseases	chembl_target_id	druggable_activity_count	manual_blocker	prior_context_blocker	wave103_call	genetics_gate	cellstate_gate	reachable_gate	unblocked_gate	promote	blockers
C2CD4A	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	1	1	Crohn disease		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
USP36	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	Sjogren	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CENPO	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	1	1	type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
C4orf33	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Crohn disease;type 1 diabetes mellitus		0	nan	nan		False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
RASA3	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Crohn disease;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
DPH5	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.1440649032592773	0.0	2	0	Sjogren syndrome;type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
PFDN4	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0940036997199058	0.0	2	0	psoriasis;type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
TJP2	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	type 1 diabetes mellitus;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
AMD1	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	AS	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
HK1	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.3670500218868255	0.0	2	0	Crohn disease;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
CLPSL2	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	1	1	type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
WDR38	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	Celiac	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PCMTD1	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Crohn disease;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
ZEB1	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Crohn disease;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
DNAH17	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	AS	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PEX3	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Crohn disease;type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
ARHGEF7	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	SLE	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
YIPF2	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Crohn disease;Sjogren syndrome		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
GHITM	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	Celiac	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SCN1A	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	T1D	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
LDLR	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	psoriasis;type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
SEM1	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	psoriasis;type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
LIF	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	type 1 diabetes mellitus;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
GPR18	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Sjogren syndrome;psoriasis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
PRR11	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Crohn disease;Sjogren syndrome		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
VDAC1	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	psoriasis;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
PRELID2	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Crohn disease;type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
CHCHD3	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Sjogren syndrome;psoriasis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
PITX1	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Crohn disease;Sjogren syndrome		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
LMX1A	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	T1D	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PNPO	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Crohn disease;psoriasis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
DACT1	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Crohn disease;type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
GLRX	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	type 1 diabetes mellitus;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
CPPED1	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	psoriasis;type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
TACC2	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	T1D	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TCEA2	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Crohn disease;Sjogren syndrome		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
HABP2	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	Sjogren	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PTRHD1	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Sjogren syndrome;type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
B4GALNT3	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	AS	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CHRM5	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	Sjogren	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ZNF771	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Crohn disease;type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
RHD	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	RA	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
HDLBP	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Crohn disease;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
DDX59	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	Celiac	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CARD18	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	Psoriasis	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
DNAJC5	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	psoriasis;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
OSBPL9	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	AS	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TULP1	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	Celiac	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ARPC5L	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Crohn disease;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
UBA3	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Crohn disease;psoriasis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
GPR55	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	Psoriasis	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
VPS13C	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Crohn disease;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
REXO2	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Sjogren syndrome;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
UQCR10	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Sjogren syndrome;psoriasis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
CRIP1	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	1	1	type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
KLHDC10	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	Psoriasis	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
LIPJ	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	T1D	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ARRDC4	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	AS	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SLC1A5	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	psoriasis;type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
GRIA1	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	Sjogren	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
AIG1	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	AS	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TPH2	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	AS	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TMEM131	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Crohn disease;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
FMN1	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	Sjogren	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
UTP11	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	psoriasis;type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
GRM7	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	Sjogren	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PGS1	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Crohn disease;psoriasis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
NRN1	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	Sjogren	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SHTN1	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	AS	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
KDR	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	Sjogren	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PCDH18	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	Celiac	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
MRPL19	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Crohn disease;psoriasis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
CDC14C	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	SLE	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
RPAP1	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	Crohn	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PABPC4L	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	AS	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
IL22RA2	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.2180229425430297	0.0	2	0	Crohn disease;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
INPP5K	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	Sjogren	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
HHLA2	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	Celiac	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
H2BC1	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	Psoriasis	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
LIN28B	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	Sjogren	0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
APOLD1	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Crohn disease;type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
EGLN3	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Crohn disease;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
MYOCD	-1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	2	0	Crohn disease;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
