dataset	gene	sgRNA	gate	low_vs_high_log2
GSE162463	Dcst1	Dcst1_sg1	MHCII	1.6927945106837876
GSE162463	Dcst1	Dcst1_sg1	CD40	1.4591107145897018
GSE162463	Dcst1	Dcst1_sg1	PDL1	0.21055990539248107
GSE162463	Dhcr24	Dhcr24_sg4	MHCII	-0.4994839054965704
GSE162463	Dhcr24	Dhcr24_sg4	CD40	0.9731662288160342
GSE162463	Dhcr24	Dhcr24_sg4	PDL1	-0.7914603513345096
GSE162463	Lpcat4	Lpcat4_sg2	MHCII	-1.1381203837905274
GSE162463	Lpcat4	Lpcat4_sg2	CD40	-1.9965722982413885
GSE162463	Lpcat4	Lpcat4_sg2	PDL1	0.39124166360223483
GSE162463	Tmod1	Tmod1_sg1	MHCII	-0.10005278976322173
GSE162463	Tmod1	Tmod1_sg1	CD40	0.34552523118528844
GSE162463	Tmod1	Tmod1_sg1	PDL1	0.7456579097008068
GSE162463	Tmem234	Tmem234_sg2	MHCII	1.177799382246176
GSE162463	Tmem234	Tmem234_sg2	CD40	-0.6849243172421736
GSE162463	Tmem234	Tmem234_sg2	PDL1	1.3126157379991872
GSE162463	Ndc80	Ndc80_sg4	MHCII	-1.7486762491610033
GSE162463	Ndc80	Ndc80_sg4	CD40	5.7531913668845895
GSE162463	Ndc80	Ndc80_sg4	PDL1	-3.151653421774319
GSE162463	Safb	Safb_sg1	MHCII	-0.4715869439869501
GSE162463	Safb	Safb_sg1	CD40	0.4644846347538522
GSE162463	Safb	Safb_sg1	PDL1	-2.988396590669636
GSE162463	Srpk1	Srpk1_sg1	MHCII	-0.6658813502914547
GSE162463	Srpk1	Srpk1_sg1	CD40	-0.713728178542299
GSE162463	Srpk1	Srpk1_sg1	PDL1	-1.2338453092608206
GSE162463	Epb41l2	Epb41l2_sg2	MHCII	0.5812309050766381
GSE162463	Epb41l2	Epb41l2_sg2	CD40	1.3608496993866122
GSE162463	Epb41l2	Epb41l2_sg2	PDL1	-1.133059325061498
GSE162463	Grtp1	Grtp1_sg3	MHCII	-0.5991513618615663
GSE162463	Grtp1	Grtp1_sg3	CD40	-0.44439067493733875
GSE162463	Grtp1	Grtp1_sg3	PDL1	2.5777423626847327
GSE162463	Vamp1	Vamp1_sg4	MHCII	-1.0665553299938135
GSE162463	Vamp1	Vamp1_sg4	CD40	-0.3458149309941046
GSE162463	Vamp1	Vamp1_sg4	PDL1	0.23848423606364144
GSE162463	Control	BRDN0000737882	MHCII	0.09030313380572383
GSE162463	Control	BRDN0000737882	CD40	0.4050822037820621
GSE162463	Control	BRDN0000737882	PDL1	2.3635396047827593
GSE162463	Cyp24a1	Cyp24a1_sg2	MHCII	1.1171796674590726
GSE162463	Cyp24a1	Cyp24a1_sg2	CD40	1.3504400616948469
GSE162463	Cyp24a1	Cyp24a1_sg2	PDL1	0.4295804789339941
GSE162463	Glis2	Glis2_sg1	MHCII	1.285620904785888
GSE162463	Glis2	Glis2_sg1	CD40	-0.4373270525216256
GSE162463	Glis2	Glis2_sg1	PDL1	0.7087928215079792
GSE162463	B3galnt2	B3galnt2_sg2	MHCII	-0.6220898501563139
GSE162463	B3galnt2	B3galnt2_sg2	CD40	0.31359377952376616
GSE162463	B3galnt2	B3galnt2_sg2	PDL1	1.0795783871661155
GSE162463	Tank	Tank_sg2	MHCII	6.542772772050797
GSE162463	Tank	Tank_sg2	CD40	-2.331925068056066
GSE162463	Tank	Tank_sg2	PDL1	-0.8564450640932676
GSE162463	Cyp4a10	Cyp4a10_sg3	MHCII	1.486830196076145
GSE162463	Cyp4a10	Cyp4a10_sg3	CD40	0.9589193167108356
GSE162463	Cyp4a10	Cyp4a10_sg3	PDL1	-2.654369137266561
GSE162463	H2-Q7	H2-Q7_sg2	MHCII	3.5722469379891044
GSE162463	H2-Q7	H2-Q7_sg2	CD40	-1.5175045143271564
GSE162463	H2-Q7	H2-Q7_sg2	PDL1	0.7980691888930935
GSE162463	Iftap	Iftap_sg3	MHCII	0.44222488636264257
GSE162463	Iftap	Iftap_sg3	CD40	0.5082051485845448
GSE162463	Iftap	Iftap_sg3	PDL1	0.2990694759066746
GSE162463	Sqstm1	Sqstm1_sg3	MHCII	0.9139152373509796
GSE162463	Sqstm1	Sqstm1_sg3	CD40	-2.190261656131105
GSE162463	Sqstm1	Sqstm1_sg3	PDL1	-0.5811951596246627
GSE162463	Pttg1	Pttg1_sg1	MHCII	1.4906881695793899
GSE162463	Pttg1	Pttg1_sg1	CD40	-0.283721608766932
GSE162463	Pttg1	Pttg1_sg1	PDL1	0.07638599761096886
GSE162463	Ndufc1	Ndufc1_sg4	MHCII	0.9040826174381739
GSE162463	Ndufc1	Ndufc1_sg4	CD40	-0.3335770454619891
GSE162463	Ndufc1	Ndufc1_sg4	PDL1	-0.7186510431421992
GSE162463	Fam216a	Fam216a_sg4	MHCII	0.11068165760747044
GSE162463	Fam216a	Fam216a_sg4	CD40	0.25911505650841454
GSE162463	Fam216a	Fam216a_sg4	PDL1	-0.2220486905650672
GSE162463	Spred3	Spred3_sg4	MHCII	0.1046355211688254
GSE162463	Spred3	Spred3_sg4	CD40	-1.9470296746976996
GSE162463	Spred3	Spred3_sg4	PDL1	0.5379916282170252
GSE162463	Cox16	Cox16_sg4	MHCII	3.6757675799278564
GSE162463	Cox16	Cox16_sg4	CD40	0.8875730843162338
GSE162463	Cox16	Cox16_sg4	PDL1	4.090750233806623
GSE162463	Pear1	Pear1_sg4	MHCII	0.1444420731865719
GSE162463	Pear1	Pear1_sg4	CD40	-1.398722344576463
GSE162463	Pear1	Pear1_sg4	PDL1	-0.5515192433497791
GSE162463	Csrnp1	Csrnp1_sg3	MHCII	-0.8484528172760293
GSE162463	Csrnp1	Csrnp1_sg3	CD40	-2.119958517576807
GSE162463	Csrnp1	Csrnp1_sg3	PDL1	1.2191486178555662
GSE162463	Tstd3	Tstd3_sg4	MHCII	3.4345326856644873
GSE162463	Tstd3	Tstd3_sg4	CD40	-1.3410155389504432
GSE162463	Tstd3	Tstd3_sg4	PDL1	0.1442718574243654
GSE162463	Arih1	Arih1_sg3	MHCII	0.8663812087268815
GSE162463	Arih1	Arih1_sg3	CD40	-1.5219691450978396
GSE162463	Arih1	Arih1_sg3	PDL1	0.0
GSE162463	Snx25	Snx25_sg4	MHCII	1.328976186480768
GSE162463	Snx25	Snx25_sg4	CD40	0.23257440653462674
GSE162463	Snx25	Snx25_sg4	PDL1	0.4075143018648485
GSE162463	Usp15	Usp15_sg1	MHCII	0.7464843969277231
GSE162463	Usp15	Usp15_sg1	CD40	-0.5788511422821475
GSE162463	Usp15	Usp15_sg1	PDL1	-0.4840248233859071
GSE162463	Ssna1	Ssna1_sg1	MHCII	-0.7501237642888899
GSE162463	Ssna1	Ssna1_sg1	CD40	-0.12899641974245207
GSE162463	Ssna1	Ssna1_sg1	PDL1	-0.2841395115363012
GSE162463	Fam217b	Fam217b_sg4	MHCII	-0.4660624194820138
GSE162463	Fam217b	Fam217b_sg4	CD40	-0.7374899617227488
GSE162463	Fam217b	Fam217b_sg4	PDL1	-0.12038343108108158
GSE162463	Olfr1307	Olfr1307_sg3	MHCII	0.26430227643757864
GSE162463	Olfr1307	Olfr1307_sg3	CD40	0.8095057910890978
GSE162463	Olfr1307	Olfr1307_sg3	PDL1	2.851777010692432
GSE162463	Zfp281	Zfp281_sg4	MHCII	-1.5628776652468959
GSE162463	Zfp281	Zfp281_sg4	CD40	1.134942606447044
GSE162463	Zfp281	Zfp281_sg4	PDL1	-1.914674046955441
GSE162463	Naa16	Naa16_sg3	MHCII	0.4958636285911283
GSE162463	Naa16	Naa16_sg3	CD40	2.627299454594067
GSE162463	Naa16	Naa16_sg3	PDL1	0.0
GSE162463	Rhov	Rhov_sg3	MHCII	1.1215425253137778
GSE162463	Rhov	Rhov_sg3	CD40	1.2091597045481608
GSE162463	Rhov	Rhov_sg3	PDL1	-0.7942588301410972
GSE162463	Kif21a	Kif21a_sg1	MHCII	-0.3967250417380377
GSE162463	Kif21a	Kif21a_sg1	CD40	0.7770898228852666
GSE162463	Kif21a	Kif21a_sg1	PDL1	-0.17555480198586987
GSE162463	Psmd5	Psmd5_sg1	MHCII	-0.45785925613299094
GSE162463	Psmd5	Psmd5_sg1	CD40	-1.0970220538392799
GSE162463	Psmd5	Psmd5_sg1	PDL1	1.1727322948163919
GSE162463	Apip	Apip_sg1	MHCII	0.6713788647941308
GSE162463	Apip	Apip_sg1	CD40	0.18581645708264596
GSE162463	Apip	Apip_sg1	PDL1	-0.6612638365926684
GSE162463	Tesk1	Tesk1_sg4	MHCII	0.2097114662977255
GSE162463	Tesk1	Tesk1_sg4	CD40	-1.2556733556521638
GSE162463	Tesk1	Tesk1_sg4	PDL1	-1.7015586016223538
GSE162463	Psmb10	Psmb10_sg3	MHCII	0.9375041637745954
GSE162463	Psmb10	Psmb10_sg3	CD40	1.01153452475446
GSE162463	Psmb10	Psmb10_sg3	PDL1	-0.2796025901487957
GSE162463	Rell1	Rell1_sg3	MHCII	1.299659524092362
GSE162463	Rell1	Rell1_sg3	CD40	1.1878336382662027
GSE162463	Rell1	Rell1_sg3	PDL1	-0.9749756057573212
GSE162463	Sbf1	Sbf1_sg4	MHCII	0.8664405652015759
GSE162463	Sbf1	Sbf1_sg4	CD40	-0.1822127466996109
GSE162463	Sbf1	Sbf1_sg4	PDL1	-0.47627756070892235
GSE162463	Gorasp2	Gorasp2_sg4	MHCII	3.131800761008281
GSE162463	Gorasp2	Gorasp2_sg4	CD40	1.2113414137832272
GSE162463	Gorasp2	Gorasp2_sg4	PDL1	-1.5518880482928779
GSE162463	Zfp984	Zfp984_sg3	MHCII	-1.373814466574074
GSE162463	Zfp984	Zfp984_sg3	CD40	-2.405572257879514
GSE162463	Zfp984	Zfp984_sg3	PDL1	1.5305450757348604
GSE162463	Clec2d	Clec2d_sg4	MHCII	-1.439278623312124
GSE162463	Clec2d	Clec2d_sg4	CD40	-1.4475379371021175
GSE162463	Clec2d	Clec2d_sg4	PDL1	-0.2876037367744275
GSE162463	Tbcel	Tbcel_sg2	MHCII	-1.8877728868568904
GSE162463	Tbcel	Tbcel_sg2	CD40	-3.0409751650576977
GSE162463	Tbcel	Tbcel_sg2	PDL1	0.09261408531815954
GSE162463	Bcl2	Bcl2_sg4	MHCII	2.6414867906297173
GSE162463	Bcl2	Bcl2_sg4	CD40	-0.33307577757168333
GSE162463	Bcl2	Bcl2_sg4	PDL1	0.7008257062685104
GSE162463	Galnt12	Galnt12_sg4	MHCII	-0.7841105302973481
GSE162463	Galnt12	Galnt12_sg4	CD40	-1.7170522662189587
GSE162463	Galnt12	Galnt12_sg4	PDL1	0.9815534011165736
GSE162463	Acacb	Acacb_sg3	MHCII	0.09252343739757325
GSE162463	Acacb	Acacb_sg3	CD40	-0.15476839393449063
GSE162463	Acacb	Acacb_sg3	PDL1	-0.18729366284237275
GSE162463	Dusp11	Dusp11_sg4	MHCII	3.947381874125876
GSE162463	Dusp11	Dusp11_sg4	CD40	-2.483037190312076
GSE162463	Dusp11	Dusp11_sg4	PDL1	1.6241283555132975
GSE162463	Manbal	Manbal_sg1	MHCII	0.4991705915006673
GSE162463	Manbal	Manbal_sg1	CD40	-1.0027497356675805
GSE162463	Manbal	Manbal_sg1	PDL1	2.5542443971169813
GSE162463	Pou2f2	Pou2f2_sg3	MHCII	-1.7477983564835098
GSE162463	Pou2f2	Pou2f2_sg3	CD40	-1.6108512439392304
GSE162463	Pou2f2	Pou2f2_sg3	PDL1	-2.839078326561249
GSE162463	Control	BRDN0000737454	MHCII	0.5949973222628504
GSE162463	Control	BRDN0000737454	CD40	-0.5317012226222616
GSE162463	Control	BRDN0000737454	PDL1	0.38671231712063847
GSE162463	Hrh1	Hrh1_sg1	MHCII	0.2789627121165527
GSE162463	Hrh1	Hrh1_sg1	CD40	0.5850425171832279
GSE162463	Hrh1	Hrh1_sg1	PDL1	0.04198778895162312
GSE162463	Dok4	Dok4_sg2	MHCII	2.0938458474098893
GSE162463	Dok4	Dok4_sg2	CD40	-0.1460391679368239
GSE162463	Dok4	Dok4_sg2	PDL1	-0.6246435732608545
GSE162463	Usp33	Usp33_sg3	MHCII	-0.024366615614850255
GSE162463	Usp33	Usp33_sg3	CD40	0.06118032614177052
GSE162463	Usp33	Usp33_sg3	PDL1	0.2862217965122156
GSE162463	Ehd4	Ehd4_sg2	MHCII	-0.5482370633549717
GSE162463	Ehd4	Ehd4_sg2	CD40	0.7914790892331446
GSE162463	Ehd4	Ehd4_sg2	PDL1	4.058077915561144
GSE162463	Nisch	Nisch_sg4	MHCII	-0.18153201142840103
GSE162463	Nisch	Nisch_sg4	CD40	1.11421054238448
GSE162463	Nisch	Nisch_sg4	PDL1	-1.0025112131435194
GSE162463	Plk2	Plk2_sg3	MHCII	-0.5480160338762444
GSE162463	Plk2	Plk2_sg3	CD40	0.45165103659336925
GSE162463	Plk2	Plk2_sg3	PDL1	0.7540688743031487
GSE162463	Neo1	Neo1_sg2	MHCII	1.9373674073861205
GSE162463	Neo1	Neo1_sg2	CD40	0.7161750488444221
GSE162463	Neo1	Neo1_sg2	PDL1	-1.7658280248014042
GSE162463	Olfr639	Olfr639_sg4	MHCII	0.655686067296291
GSE162463	Olfr639	Olfr639_sg4	CD40	-0.2740416548215619
GSE162463	Olfr639	Olfr639_sg4	PDL1	1.5025895983051425
GSE162463	Fkrp	Fkrp_sg4	MHCII	1.2327932693476853
GSE162463	Fkrp	Fkrp_sg4	CD40	1.3792694156771736
GSE162463	Fkrp	Fkrp_sg4	PDL1	-0.6077549683831699
GSE162463	Zcchc4	Zcchc4_sg2	MHCII	1.8888528610489463
GSE162463	Zcchc4	Zcchc4_sg2	CD40	-0.8937362561927875
GSE162463	Zcchc4	Zcchc4_sg2	PDL1	-1.8253628744269004
GSE162463	Washc4	Washc4_sg4	MHCII	-5.549215738105518
GSE162463	Washc4	Washc4_sg4	CD40	0.7383155193829415
GSE162463	Washc4	Washc4_sg4	PDL1	-1.0569598290168927
GSE162463	Tmem150a	Tmem150a_sg4	MHCII	2.008296147589815
GSE162463	Tmem150a	Tmem150a_sg4	CD40	-1.0852713516019437
GSE162463	Tmem150a	Tmem150a_sg4	PDL1	-0.5567627279340088
GSE162463	Map9	Map9_sg2	MHCII	-2.1200577004802557
GSE162463	Map9	Map9_sg2	CD40	1.5250942356114472
GSE162463	Map9	Map9_sg2	PDL1	1.7812566114160069
GSE162463	Cnot2	Cnot2_sg3	MHCII	-0.754316292296338
GSE162463	Cnot2	Cnot2_sg3	CD40	-2.7423016555861213
GSE162463	Cnot2	Cnot2_sg3	PDL1	-0.5242160922692266
GSE162463	Cacul1	Cacul1_sg1	MHCII	-0.4655230205754082
GSE162463	Cacul1	Cacul1_sg1	CD40	-1.2382392146763352
GSE162463	Cacul1	Cacul1_sg1	PDL1	0.2906768299857977
GSE162463	Ccl4	Ccl4_sg3	MHCII	-1.2755263789231361
GSE162463	Ccl4	Ccl4_sg3	CD40	0.9595922955927402
GSE162463	Ccl4	Ccl4_sg3	PDL1	-0.10451363010372682
GSE162463	Il33	Il33_sg2	MHCII	0.7291687161848459
GSE162463	Il33	Il33_sg2	CD40	0.28363744298097343
GSE162463	Il33	Il33_sg2	PDL1	-5.658972964635373
GSE162463	Cabin1	Cabin1_sg1	MHCII	-0.14034729965156245
GSE162463	Cabin1	Cabin1_sg1	CD40	2.6232433031044535
GSE162463	Cabin1	Cabin1_sg1	PDL1	-2.0786899425747807
GSE162463	Ccdc90b	Ccdc90b_sg3	MHCII	0.3415456766935046
GSE162463	Ccdc90b	Ccdc90b_sg3	CD40	0.054269635720725774
GSE162463	Ccdc90b	Ccdc90b_sg3	PDL1	2.150306800121508
GSE162463	Sfn	Sfn_sg3	MHCII	0.06786987738735697
GSE162463	Sfn	Sfn_sg3	CD40	-3.5962519978396355
GSE162463	Sfn	Sfn_sg3	PDL1	-2.3257576484834517
GSE162463	Mogat1	Mogat1_sg2	MHCII	0.9360853739461497
GSE162463	Mogat1	Mogat1_sg2	CD40	0.33805240567940115
GSE162463	Mogat1	Mogat1_sg2	PDL1	-1.0726724400907508
GSE162463	Orc4	Orc4_sg3	MHCII	0.286914905896893
GSE162463	Orc4	Orc4_sg3	CD40	-0.10346133680946686
GSE162463	Orc4	Orc4_sg3	PDL1	-0.7048435290853983
GSE162463	Tomt	Tomt_sg3	MHCII	0.4953942610103218
GSE162463	Tomt	Tomt_sg3	CD40	-0.35582521703572634
GSE162463	Tomt	Tomt_sg3	PDL1	0.5953583222159416
GSE162463	Efcab5	Efcab5_sg1	MHCII	2.3337190202949407
GSE162463	Efcab5	Efcab5_sg1	CD40	-2.154800526997809
GSE162463	Efcab5	Efcab5_sg1	PDL1	-1.0101086819987468
GSE162463	Polr2d	Polr2d_sg3	MHCII	1.0468700969395885
GSE162463	Polr2d	Polr2d_sg3	CD40	-4.114052161446016
GSE162463	Polr2d	Polr2d_sg3	PDL1	-3.640112439389503
GSE162463	Bace2	Bace2_sg2	MHCII	0.3510926663619792
GSE162463	Bace2	Bace2_sg2	CD40	-1.1279044674006973
GSE162463	Bace2	Bace2_sg2	PDL1	-0.44716755733093766
GSE162463	Zfp787	Zfp787_sg2	MHCII	-0.09157926184722613
GSE162463	Zfp787	Zfp787_sg2	CD40	0.759993667732832
GSE162463	Zfp787	Zfp787_sg2	PDL1	-0.7447152593074102
GSE162463	Dpp3	Dpp3_sg4	MHCII	-0.4710424930480559
GSE162463	Dpp3	Dpp3_sg4	CD40	0.15719533935933486
GSE162463	Dpp3	Dpp3_sg4	PDL1	-0.9778413455818866
GSE162463	Tpt1	Tpt1_sg1	MHCII	3.500653112595924
GSE162463	Tpt1	Tpt1_sg1	CD40	0.3324566532804803
GSE162463	Tpt1	Tpt1_sg1	PDL1	-3.3715649709176465
GSE162463	Fam219b	Fam219b_sg1	MHCII	0.24217126542501688
GSE162463	Fam219b	Fam219b_sg1	CD40	-0.4779096416976466
GSE162463	Fam219b	Fam219b_sg1	PDL1	0.7045048192304317
GSE162463	Odf2l	Odf2l_sg4	MHCII	0.7786271655581184
GSE162463	Odf2l	Odf2l_sg4	CD40	-0.9261712275638154
GSE162463	Odf2l	Odf2l_sg4	PDL1	-0.45184428853567404
GSE162463	Cenpb	Cenpb_sg2	MHCII	-0.7803944327028599
GSE162463	Cenpb	Cenpb_sg2	CD40	1.139614961239426
GSE162463	Cenpb	Cenpb_sg2	PDL1	1.4434771656625591
GSE162463	Slc22a5	Slc22a5_sg2	MHCII	0.7521285518530725
GSE162463	Slc22a5	Slc22a5_sg2	CD40	0.4656183627246307
GSE162463	Slc22a5	Slc22a5_sg2	PDL1	0.27831255244080666
GSE162463	Wbp1l	Wbp1l_sg3	MHCII	1.0803011791341586
GSE162463	Wbp1l	Wbp1l_sg3	CD40	0.4821268934212262
GSE162463	Wbp1l	Wbp1l_sg3	PDL1	0.31768806585026177
GSE162463	Eml6	Eml6_sg1	MHCII	-2.0168974284476917
GSE162463	Eml6	Eml6_sg1	CD40	0.2840311650305566
GSE162463	Eml6	Eml6_sg1	PDL1	0.9240100256317615
GSE162463	Etfb	Etfb_sg2	MHCII	0.017634254891012037
GSE162463	Etfb	Etfb_sg2	CD40	-0.35776181660867606
GSE162463	Etfb	Etfb_sg2	PDL1	-5.024449954518272
GSE162463	Fdx1	Fdx1_sg2	MHCII	2.368590391343341
GSE162463	Fdx1	Fdx1_sg2	CD40	2.163900006048154
GSE162463	Fdx1	Fdx1_sg2	PDL1	0.3780187652063191
GSE162463	Zfp784	Zfp784_sg4	MHCII	-2.4180511918438996
GSE162463	Zfp784	Zfp784_sg4	CD40	1.8759657770573115
GSE162463	Zfp784	Zfp784_sg4	PDL1	2.1638663217739214
GSE162463	Fam98c	Fam98c_sg3	MHCII	-1.6175693325153648
GSE162463	Fam98c	Fam98c_sg3	CD40	0.5662864904681931
GSE162463	Fam98c	Fam98c_sg3	PDL1	0.06596328378378043
GSE162463	Skap2	Skap2_sg1	MHCII	-1.0968372920478768
GSE162463	Skap2	Skap2_sg1	CD40	1.5028491455816992
GSE162463	Skap2	Skap2_sg1	PDL1	0.18981659886441885
GSE162463	Vps39	Vps39_sg2	MHCII	-1.4128064684708437
GSE162463	Vps39	Vps39_sg2	CD40	-1.3315321279524435
GSE162463	Vps39	Vps39_sg2	PDL1	-1.859536901977684
GSE162463	Tmc6	Tmc6_sg3	MHCII	-1.2836218574811131
GSE162463	Tmc6	Tmc6_sg3	CD40	-1.4399586378506364
GSE162463	Tmc6	Tmc6_sg3	PDL1	1.360145247444148
GSE162463	Pitpnb	Pitpnb_sg2	MHCII	-0.09258425991469002
GSE162463	Pitpnb	Pitpnb_sg2	CD40	1.9784388011452092
GSE162463	Pitpnb	Pitpnb_sg2	PDL1	0.9488864230255265
GSE162463	Wdr90	Wdr90_sg3	MHCII	0.024163065224311296
GSE162463	Wdr90	Wdr90_sg3	CD40	-0.1927037863593555
GSE162463	Wdr90	Wdr90_sg3	PDL1	-2.1343649534342433
GSE162463	Plgrkt	Plgrkt_sg4	MHCII	-2.1280001358049803
GSE162463	Plgrkt	Plgrkt_sg4	CD40	-0.32640664391959306
GSE162463	Plgrkt	Plgrkt_sg4	PDL1	-0.11565167484054348
GSE162463	Hsd3b2	Hsd3b2_sg1	MHCII	-0.06200684171761765
GSE162463	Hsd3b2	Hsd3b2_sg1	CD40	-0.3464571035366985
GSE162463	Hsd3b2	Hsd3b2_sg1	PDL1	-0.5133390828836611
GSE162463	Megf10	Megf10_sg3	MHCII	-2.789871143055087
GSE162463	Megf10	Megf10_sg3	CD40	0.26732316925832
GSE162463	Megf10	Megf10_sg3	PDL1	2.0999737572034443
GSE162463	Snta1	Snta1_sg4	MHCII	1.7933774192803889
GSE162463	Snta1	Snta1_sg4	CD40	0.9378524464188587
GSE162463	Snta1	Snta1_sg4	PDL1	0.07770833757249519
GSE162463	Ube2q2	Ube2q2_sg3	MHCII	0.06270543351722278
GSE162463	Ube2q2	Ube2q2_sg3	CD40	1.1150586497076562
GSE162463	Ube2q2	Ube2q2_sg3	PDL1	0.07327921314436574
GSE162463	Zfp747	Zfp747_sg3	MHCII	1.4348000638299439
GSE162463	Zfp747	Zfp747_sg3	CD40	2.059241907524412
GSE162463	Zfp747	Zfp747_sg3	PDL1	-1.9201820087975494
GSE162463	4930432K21Rik	4930432K21Rik_sg2	MHCII	3.4315941331527076
GSE162463	4930432K21Rik	4930432K21Rik_sg2	CD40	-1.1001280875451651
GSE162463	4930432K21Rik	4930432K21Rik_sg2	PDL1	1.2235592365629269
GSE162463	Nradd	Nradd_sg3	MHCII	-0.03941194442080426
GSE162463	Nradd	Nradd_sg3	CD40	1.2430287097233372
GSE162463	Nradd	Nradd_sg3	PDL1	-2.1117638299327255
GSE162463	Srsf9	Srsf9_sg4	MHCII	-0.12242485463861758
GSE162463	Srsf9	Srsf9_sg4	CD40	-0.6560779629224097
GSE162463	Srsf9	Srsf9_sg4	PDL1	-0.7466987796148822
GSE162463	Phlda1	Phlda1_sg1	MHCII	1.6118860974528606
GSE162463	Phlda1	Phlda1_sg1	CD40	0.3499490547996759
GSE162463	Phlda1	Phlda1_sg1	PDL1	-0.21758261440001134
GSE162463	Helz	Helz_sg2	MHCII	1.909512024172531
GSE162463	Helz	Helz_sg2	CD40	0.11892396335986029
GSE162463	Helz	Helz_sg2	PDL1	0.13960705065317025
GSE162463	Ncoa6	Ncoa6_sg4	MHCII	-0.8528248844482953
GSE162463	Ncoa6	Ncoa6_sg4	CD40	-1.316440838560411
GSE162463	Ncoa6	Ncoa6_sg4	PDL1	-0.7169864214972954
GSE162463	Mpv17l	Mpv17l_sg4	MHCII	2.045965340999603
GSE162463	Mpv17l	Mpv17l_sg4	CD40	-2.8458005135501523
GSE162463	Mpv17l	Mpv17l_sg4	PDL1	1.738546732718401
GSE162463	Thoc2	Thoc2_sg2	MHCII	0.526988500461996
GSE162463	Thoc2	Thoc2_sg2	CD40	-0.7813621554763018
GSE162463	Thoc2	Thoc2_sg2	PDL1	-0.8770270950211696
GSE162463	Sulf2	Sulf2_sg1	MHCII	0.19973151201496042
GSE162463	Sulf2	Sulf2_sg1	CD40	-1.9938930341888608
GSE162463	Sulf2	Sulf2_sg1	PDL1	-1.468425937234136
GSE162463	Mfsd1	Mfsd1_sg1	MHCII	-1.0066955505943613
GSE162463	Mfsd1	Mfsd1_sg1	CD40	1.6834727989889524
GSE162463	Mfsd1	Mfsd1_sg1	PDL1	0.14298729241328215
GSE162463	Control	BRDN0000737623	MHCII	1.4498216117654583
GSE162463	Control	BRDN0000737623	CD40	0.471868352145401
GSE162463	Control	BRDN0000737623	PDL1	0.4768500468946023
GSE162463	Ddx52	Ddx52_sg1	MHCII	0.7788780657850554
GSE162463	Ddx52	Ddx52_sg1	CD40	0.4046298899091783
GSE162463	Ddx52	Ddx52_sg1	PDL1	0.14336917894742576
GSE162463	Elmod3	Elmod3_sg3	MHCII	4.116202500523083
GSE162463	Elmod3	Elmod3_sg3	CD40	-3.1170607057970217
GSE162463	Elmod3	Elmod3_sg3	PDL1	0.0
GSE162463	Cbr2	Cbr2_sg3	MHCII	-0.25992896083380107
GSE162463	Cbr2	Cbr2_sg3	CD40	-0.008484636096615771
GSE162463	Cbr2	Cbr2_sg3	PDL1	0.26759670641646593
GSE162463	Ndufa7	Ndufa7_sg3	MHCII	1.7253463638272295
GSE162463	Ndufa7	Ndufa7_sg3	CD40	-0.7687071212572586
GSE162463	Ndufa7	Ndufa7_sg3	PDL1	1.002169445172991
GSE162463	Lilrb4a	Lilrb4a_sg1	MHCII	0.25765750315290864
GSE162463	Lilrb4a	Lilrb4a_sg1	CD40	-1.193551368475578
GSE162463	Lilrb4a	Lilrb4a_sg1	PDL1	0.6341486041412214
GSE162463	Zfp689	Zfp689_sg1	MHCII	1.0976321325720362
GSE162463	Zfp689	Zfp689_sg1	CD40	0.7931738574716047
GSE162463	Zfp689	Zfp689_sg1	PDL1	0.11398331739929916
GSE162463	Hamp	Hamp_sg2	MHCII	-1.7190515613859862
GSE162463	Hamp	Hamp_sg2	CD40	-2.1998044276620514
GSE162463	Hamp	Hamp_sg2	PDL1	0.822659357457788
GSE162463	Cerk	Cerk_sg1	MHCII	-0.8138162687247175
GSE162463	Cerk	Cerk_sg1	CD40	1.3206192539615298
GSE162463	Cerk	Cerk_sg1	PDL1	-0.12451510858826512
GSE162463	Angel1	Angel1_sg4	MHCII	0.08976384953769716
GSE162463	Angel1	Angel1_sg4	CD40	-0.9284992935644028
GSE162463	Angel1	Angel1_sg4	PDL1	1.7006874948623474
GSE162463	Gbp2b	Gbp2b_sg2	MHCII	-1.6177456453104615
GSE162463	Gbp2b	Gbp2b_sg2	CD40	0.2102675841134394
GSE162463	Gbp2b	Gbp2b_sg2	PDL1	0.3870154413240293
GSE162463	Ndufa10	Ndufa10_sg1	MHCII	2.495121339099355
GSE162463	Ndufa10	Ndufa10_sg1	CD40	-0.1350671473242755
GSE162463	Ndufa10	Ndufa10_sg1	PDL1	1.0717336032257763
GSE162463	9930111J21Rik1	9930111J21Rik1_sg4	MHCII	2.745546782299554
GSE162463	9930111J21Rik1	9930111J21Rik1_sg4	CD40	-0.21217010463928312
GSE162463	9930111J21Rik1	9930111J21Rik1_sg4	PDL1	-1.8820766113437675
GSE162463	Pou4f1	Pou4f1_sg1	MHCII	-0.7202111523821259
GSE162463	Pou4f1	Pou4f1_sg1	CD40	-2.7996438756492243
GSE162463	Pou4f1	Pou4f1_sg1	PDL1	0.8148891348432022
GSE162463	Acss1	Acss1_sg2	MHCII	0.8397132823118731
GSE162463	Acss1	Acss1_sg2	CD40	-0.14197146295977883
GSE162463	Acss1	Acss1_sg2	PDL1	1.3647410000851676
