gene	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood
AP000790.1	3	0	0	0	0	0	0										False
AP000793.1	1	0	0	0	0	0	0										False
AP000797.3	3	0	0	0	0	0	0										False
AP000808.1	2	0	0	0	0	0	0										False
AP000812.1	5	0	1	0	0	0	1		psoriasis					0.007487756118572019	-1.6961157721381492		False
AP000820.1	1	0	0	0	0	0	0										False
AP000820.2	3	0	0	0	0	0	0										False
AP000842.1	2	0	0	0	0	0	0										False
AP000842.3	2	0	0	0	0	0	0										False
AP000845.1	8	1	0	0	0	1	0	psoriasis		0.013881431482112839	0.3921590108107973	0.217523445763789	3.2707789586797933			psoriasis_keratinocyte:0.218,p=0.014	False
AP000857.2	2	0	0	0	0	0	0										False
AP000864.1	2	0	0	0	0	0	0										False
AP000866.1	7	0	0	0	0	0	0										False
AP000866.2	7	0	0	0	0	0	0										False
AP000866.5	4	0	1	0	0	0	1		ulcerative colitis					0.01430752943182451	-0.6416806448750573		False
AP000866.6	2	0	0	0	0	0	0										False
AP000873.2	3	0	0	0	0	0	0										False
AP000873.4	2	0	0	0	0	0	0										False
AP000879.1	2	0	0	0	0	0	0										False
AP000879.2	2	0	0	0	0	0	0										False
AP000880.1	5	0	0	0	0	0	0										False
AP000892.1	3	0	0	0	0	0	0										False
AP000892.2	3	0	0	0	0	0	0										False
AP000893.2	3	0	0	0	0	0	0										False
AP000894.2	2	0	0	0	0	0	0										False
AP000894.4	6	0	1	0	1	0	1		ulcerative colitis					9.0495138620352e-08	-1.1991806104060532		False
AP000897.1	2	0	0	0	0	0	0										False
AP000904.1	4	0	0	0	0	0	0										False
AP000907.2	1	0	0	0	0	0	0										False
AP000911.1	7	1	0	0	0	1	0	psoriasis		0.011601711223436862	0.3849693710143581	0.6772015813582171	3.4060212715684006			psoriasis_keratinocyte:0.677,p=0.012	False
AP000911.2	5	0	0	0	0	0	0										False
AP000911.3	3	0	0	0	0	0	0										False
AP000915.1	3	0	0	0	0	0	0										False
AP000915.2	3	0	0	0	0	0	0										False
AP000919.2	5	0	0	0	0	0	0										False
AP000919.3	6	0	0	0	0	0	0										False
AP000919.4	7	0	0	0	0	0	0										False
AP000924.1	3	0	0	0	0	0	0										False
AP000936.1	7	0	1	0	0	0	1		ulcerative colitis					0.00523703466731915	-0.7728767025052203		False
AP000941.1	9	0	0	0	0	0	0										False
AP000943.2	3	0	0	0	0	0	0										False
AP000943.3	4	0	0	0	0	0	0										False
AP000944.1	5	0	1	0	0	0	1		ulcerative colitis					0.026505018388382772	-0.4184790521417198		False
AP000959.1	2	0	0	0	0	0	0										False
AP000962.1	2	0	0	0	0	0	0										False
AP000977.1	4	0	2	0	0	0	2		Crohn disease;ulcerative colitis					0.0025356370016243325	-0.9285506611487718		False
AP000997.2	1	0	0	0	0	0	0										False
AP001001.2	2	0	0	0	0	0	0										False
AP001007.2	2	0	0	0	0	0	0										False
AP001007.3	2	0	0	0	0	0	0										False
AP001010.1	3	0	0	0	0	0	0										False
AP001011.1	3	0	0	0	0	0	0										False
AP001020.1	8	0	0	0	0	0	0										False
AP001020.3	8	0	0	0	0	0	0										False
AP001021.1	2	0	0	0	0	0	0										False
AP001021.2	2	0	0	0	0	0	0										False
AP001025.1	3	1	0	0	0	1	0	psoriasis		0.02472554179603385	0.40019800162873154	1.2712254319337468	2.4258455850082434			psoriasis_keratinocyte:1.27,p=0.025	False
AP001029.1	2	0	0	0	0	0	0										False
AP001029.2	8	0	0	0	0	0	0										False
AP001033.1	6	1	0	0	0	1	0	psoriasis		0.03996675889390641	0.7297013371935511	0.8307278143210305	1.9593936725472805			psoriasis_skin_apc:0.831,p=0.04	False
AP001033.2	3	0	0	0	0	0	0										False
AP001042.1	3	0	1	0	0	0	1		psoriasis					0.0069377926287106425	-1.211459091080299		False
AP001043.1	4	0	1	0	0	0	1		Crohn disease					0.0019957808347601967	-1.7422930126091525		False
AP001046.1	3	0	0	0	0	0	0										False
AP001048.1	1	0	0	0	0	0	0										False
AP001056.1	5	0	0	0	0	0	0										False
AP001056.2	6	0	0	0	0	0	0										False
AP001057.1	3	0	0	0	0	0	0										False
AP001059.1	4	0	0	0	0	0	0										False
AP001059.2	8	0	1	0	0	0	1		ulcerative colitis					0.03305177472292678	-0.48305325011374817		False
AP001059.3	8	1	0	0	0	1	0	Crohn disease		0.0379199854497046	0.5749868716756382	0.6020816890056163	1.4931047178418553			ibd_crohn_stromal:0.602,p=0.038	False
AP001062.1	6	1	0	0	0	1	0	Crohn disease		0.03624141180181903	0.5728516014269668	1.806905579869842	1.3690390300453945			ibd_crohn_stromal:1.81,p=0.036	False
AP001062.3	2	0	0	0	0	0	0										False
AP001063.1	1	0	0	0	0	0	0										False
AP001065.1	4	0	0	0	0	0	0										False
AP001085.1	1	0	0	0	0	0	0										False
AP001092.1	1	0	0	0	0	0	0										False
AP001094.1	2	0	0	0	0	0	0										False
AP001099.1	3	0	0	0	0	0	0										False
AP001107.1	8	0	0	0	0	0	0										False
AP001107.2	8	1	1	0	0	1	1	Crohn disease	ulcerative colitis	0.0028538611248266226	0.14921035470104083	1.7117329848034117	2.898015030872887	0.0449327011875398	-0.3737289660766585	ibd_crohn_myeloid:1.71,p=0.0029	False
AP001107.3	1	0	0	0	0	0	0										False
AP001107.4	2	0	0	0	0	0	0										False
AP001107.5	2	0	0	0	0	0	0										False
AP001107.7	1	0	0	0	0	0	0										False
AP001107.8	1	0	0	0	0	0	0										False
AP001107.9	7	0	0	0	0	0	0										False
AP001109.1	3	0	0	0	0	0	0										False
AP001116.1	3	0	0	0	0	0	0										False
AP001117.1	2	0	0	0	0	0	0										False
AP001122.1	3	0	1	0	0	0	1		psoriasis					0.02941930786709027	-0.34349243657583745		False
AP001136.1	1	0	0	0	0	0	0										False
AP001150.1	2	0	0	0	0	0	0										False
AP001160.1	8	0	0	0	0	0	0										False
AP001160.2	7	0	0	0	0	0	0										False
AP001160.3	7	1	1	0	1	1	1	psoriasis	ulcerative colitis	0.020342937199588264	0.40019800162873154	0.8029115477451358	2.439191066222408	0.0013535919826905397	-1.2409015129208172	psoriasis_keratinocyte:0.803,p=0.02	False
AP001160.4	3	0	0	0	0	0	0										False
AP001172.1	2	0	0	0	0	0	0										False
AP001172.2	1	0	0	0	0	0	0										False
AP001178.2	3	0	0	0	0	0	0										False
AP001178.3	2	0	0	0	0	0	0										False
AP001189.1	2	0	0	0	0	0	0										False
AP001189.3	3	0	0	0	0	0	0										False
AP001189.4	3	0	0	0	0	0	0										False
AP001189.5	7	0	1	0	0	0	1		Crohn disease					0.03687486551106885	-0.24673038298126024		False
AP001198.1	2	0	0	0	0	0	0										False
AP001205.1	1	0	0	0	0	0	0										False
AP001207.3	5	0	0	0	0	0	0										False
AP001208.1	1	0	0	0	0	0	0										False
AP001208.2	3	0	0	0	0	0	0										False
AP001257.1	2	0	0	0	0	0	0										False
AP001266.1	4	0	0	0	0	0	0										False
AP001266.2	3	0	0	0	0	0	0										False
AP001267.1	6	1	0	0	0	1	0	psoriasis		0.029325693559245414	0.7297013371935511	0.841728829984353	2.547152933250653			psoriasis_skin_apc:0.842,p=0.029	False
AP001267.2	2	0	0	0	0	0	0										False
AP001267.3	5	0	0	0	0	0	0										False
AP001267.4	2	0	0	0	0	0	0										False
AP001269.1	1	0	0	0	0	0	0										False
AP001269.2	3	0	0	0	0	0	0										False
AP001269.4	4	1	0	0	0	1	0	psoriasis		0.04058717227676273	0.4022305021632905	0.7705846586271403	2.0004037346427945			psoriasis_keratinocyte:0.771,p=0.041	False
AP001318.2	9	0	0	0	0	0	0										False
AP001330.1	3	0	0	0	0	0	0										False
AP001330.2	1	0	0	0	0	0	0										False
AP001330.5	9	0	2	0	0	0	2		psoriasis;ulcerative colitis					0.009968363611011135	-0.6279743196092108		False
AP001341.1	3	0	0	0	0	0	0										False
AP001347.1	7	0	1	0	0	0	1		Crohn disease					0.007736096857207424	-1.38658686809905		False
AP001350.1	3	0	2	0	0	0	1		psoriasis					0.009766743914671352	-0.8777475954227612		False
AP001351.1	2	0	0	0	0	0	0										False
AP001360.1	2	0	0	0	0	0	0										False
AP001360.2	2	0	0	0	0	0	0										False
AP001363.1	3	1	0	0	0	1	0	psoriasis		0.042257938568592356	0.4038693190921054	0.22146313601232004	2.0889666353254266			psoriasis_keratinocyte:0.221,p=0.042	False
AP001363.2	6	0	0	0	0	0	0										False
AP001372.1	4	0	0	0	0	0	0										False
AP001372.2	3	0	0	0	0	0	0										False
AP001372.3	6	1	0	0	0	1	0	Crohn disease		0.027689675186946556	0.23352895490165676	0.889647171714884	1.603346472309832			ibd_crohn_epithelial:0.89,p=0.028	False
AP001381.1	2	1	0	0	0	1	0	psoriasis		0.04725166320418097	0.4069761493226161	0.23566234999402375	1.9566497695759897			psoriasis_keratinocyte:0.236,p=0.047	False
AP001429.1	3	0	0	0	0	0	0										False
AP001432.1	3	0	0	0	0	0	0										False
AP001434.1	2	0	0	0	0	0	0										False
AP001437.1	6	0	1	0	0	0	1		ulcerative colitis					0.047625374268931514	-0.3485366332144969		False
AP001439.1	2	0	0	0	0	0	0										False
AP001442.1	3	0	0	0	0	0	0										False
AP001453.1	5	0	1	0	0	0	1		ulcerative colitis					0.010381897506054468	-0.37484155224321114		False
AP001453.2	9	2	0	0	0	2	0	psoriasis;ulcerative colitis		0.007805504150357368	0.20796977582674261	1.7067338583560603	2.776339094259165			ibd_uc_myeloid:1.54,p=0.0078;psoriasis_keratinocyte:1.71,p=0.0084	False
AP001453.4	4	0	0	0	0	0	0										False
AP001462.1	9	0	0	0	0	0	0										False
AP001464.1	2	0	0	0	0	0	0										False
AP001468.1	2	0	0	0	0	0	0										False
AP001469.1	3	0	0	0	0	0	0										False
AP001469.2	2	0	0	0	0	0	0										False
AP001469.3	9	0	1	0	0	0	1		ulcerative colitis					0.04400173121041968	-1.3847100961125165		False
AP001471.1	1	0	0	0	0	0	0										False
AP001476.1	3	0	0	0	0	0	0										False
AP001476.2	1	0	0	0	0	0	0										False
AP001476.3	1	0	0	0	0	0	0										False
AP001496.4	3	0	0	0	0	0	0										False
AP001505.1	5	1	0	0	0	1	0	Crohn disease		0.007909047381816206	0.1552210830017013	0.9544953828412719	1.794676879094607			ibd_crohn_epithelial:0.954,p=0.0079	False
AP001527.1	4	0	0	0	0	0	0										False
AP001527.2	6	0	1	0	0	0	1		ulcerative colitis					0.04228174699652397	-0.2902549594929165		False
AP001528.1	7	0	0	0	0	0	0										False
AP001528.2	6	0	0	0	0	0	0										False
AP001542.3	4	0	0	0	0	0	0										False
AP001547.1	2	0	0	0	0	0	0										False
AP001554.1	3	0	0	0	0	0	0										False
AP001574.1	3	0	0	0	0	0	0										False
AP001595.1	2	0	0	0	0	0	0										False
AP001599.1	2	0	0	0	0	0	0										False
AP001605.1	3	0	0	0	0	0	0										False
AP001610.2	2	0	0	0	0	0	0										False
AP001615.1	1	0	0	0	0	0	0										False
AP001619.2	2	0	0	0	0	0	0										False
AP001625.2	3	0	0	0	0	0	0										False
AP001625.3	2	0	0	0	0	0	0										False
AP001626.1	4	0	0	0	0	0	0										False
AP001627.1	6	0	0	0	0	0	0										False
AP001628.1	3	0	0	0	0	0	0										False
AP001628.2	2	0	0	0	0	0	0										False
AP001630.1	1	0	0	0	0	0	0										False
AP001636.3	5	0	0	0	0	0	0										False
AP001646.3	3	0	0	0	0	0	0										False
AP001775.2	1	0	0	0	0	0	0										False
AP001781.1	3	0	0	0	0	0	0										False
AP001782.1	2	0	0	0	0	0	0										False
AP001783.1	2	0	0	0	0	0	0										False
AP001790.1	2	0	0	0	0	0	0										False
AP001803.2	3	0	0	0	0	0	0										False
AP001816.1	6	0	0	0	0	0	0										False
AP001825.1	1	0	0	0	0	0	0										False
AP001830.1	7	0	0	0	0	0	0										False
AP001830.2	2	0	0	0	0	0	0										False
AP001893.1	3	1	0	0	0	1	0	Crohn disease		0.03904596807257698	0.2641368761877487	0.3885349645748743	1.4799067894333036			ibd_crohn_epithelial:0.389,p=0.039	False
AP001922.2	1	0	0	0	0	0	0										False
AP001922.5	2	1	0	0	0	1	0	ulcerative colitis		0.04723945383997514	0.36808776023372886	1.1254692910732231	1.3949727361554438			ibd_uc_stromal:1.13,p=0.047	False
AP001922.6	2	0	0	0	0	0	0										False
AP001961.1	2	0	0	0	0	0	0										False
AP001970.1	2	0	0	0	0	0	0										False
AP001972.1	1	0	0	0	0	0	0										False
AP001972.2	3	0	0	0	0	0	0										False
AP001972.3	3	0	0	0	0	0	0										False
AP001972.4	1	0	0	0	0	0	0										False
AP001978.1	1	0	0	0	0	0	0										False
AP001979.2	2	0	0	0	0	0	0										False
AP001993.1	3	0	0	0	0	0	0										False
AP001999.1	1	0	0	0	0	0	0										False
AP002008.3	1	0	0	0	0	0	0										False
AP002026.1	7	0	0	0	0	0	0										False
AP002075.1	1	0	0	0	0	0	0										False
AP002336.1	3	0	0	0	0	0	0										False
AP002336.3	3	0	0	0	0	0	0										False
AP002340.1	3	0	0	0	0	0	0										False
AP002347.1	1	0	0	0	0	0	0										False
AP002358.1	4	0	0	0	0	0	0										False
AP002360.1	9	1	0	0	0	1	0	psoriasis		0.04023412314558506	0.7297013371935511	1.0496222404915843	2.1290484355881856			psoriasis_skin_apc:1.05,p=0.04	False
AP002370.2	1	0	0	0	0	0	0										False
AP002381.2	3	0	0	0	0	0	0										False
AP002383.2	3	0	0	0	0	0	0										False
AP002387.2	6	1	0	0	0	1	0	Crohn disease		0.01264754596341593	0.1789869197633379	0.8966843200226142	1.621082371099857			ibd_crohn_epithelial:0.897,p=0.013	False
AP002433.1	9	0	0	0	0	0	0										False
AP002433.2	3	0	0	0	0	0	0										False
AP002439.1	3	0	0	0	0	0	0										False
AP002444.1	3	0	0	0	0	0	0										False
AP002449.1	5	0	0	0	0	0	0										False
AP002478.1	5	0	0	0	0	0	0										False
AP002490.1	8	0	0	0	0	0	0										False
AP002495.2	6	0	0	0	0	0	0										False
AP002498.1	2	0	0	0	0	0	0										False
AP002518.1	6	0	1	0	0	0	1		ulcerative colitis					0.042620269579947474	-0.8386191347088507		False
AP002518.2	3	0	0	0	0	0	0										False
AP002748.3	9	0	2	0	0	0	1		ulcerative colitis					0.0033561474912424563	-2.4892983677744174		False
AP002754.1	3	0	0	0	0	0	0										False
AP002759.1	1	0	0	0	0	0	0										False
AP002761.1	3	0	0	0	0	0	0										False
AP002761.2	3	0	0	0	0	0	0										False
AP002761.3	6	0	1	0	0	0	1		Crohn disease					0.04333372728313102	-0.6313307983113984		False
AP002761.4	3	0	0	0	0	0	0										False
AP002762.1	3	2	0	0	0	1	0	psoriasis		0.015968852861131807	0.3921590108107973	0.4088231092808433	2.684549019767979			psoriasis_keratinocyte:0.227,p=0.016;psoriasis_skin_stromal:0.409,p=0.023	False
AP002765.1	3	0	0	0	0	0	0										False
AP002768.1	1	0	0	0	0	0	0										False
AP002770.1	3	0	0	0	0	0	0										False
AP002784.1	3	0	1	0	0	0	1		psoriasis					0.0145424620212699	-1.140081311004382		False
AP002807.1	9	2	0	0	0	2	0	psoriasis;ulcerative colitis		0.018310027817741895	0.3784300090723098	1.3279675023834998	1.9488898792103155			psoriasis_skin_stromal:0.548,p=0.018;ibd_uc_myeloid:1.33,p=0.044	False
AP002812.2	4	0	0	0	0	0	0										False
AP002812.3	2	0	0	0	0	0	0										False
AP002812.5	5	0	0	0	0	0	0										False
AP002815.1	3	0	0	0	0	0	0										False
AP002833.1	1	0	0	0	0	0	0										False
AP002840.1	1	0	0	0	0	0	0										False
AP002840.2	3	0	0	0	0	0	0										False
AP002851.1	3	1	0	0	0	1	0	psoriasis		0.011069749830706667	0.3849693710143581	0.81350993563723	2.9202672313922253			psoriasis_keratinocyte:0.814,p=0.011	False
AP002852.1	7	0	0	0	0	0	0										False
AP002856.1	3	0	1	0	0	0	1		psoriasis					0.01238973096643754	-1.1260216258408302		False
AP002856.2	3	1	0	0	0	1	0	psoriasis		0.020776356438564406	0.5480306619230276	0.2653332381841615	2.4561884773011933			psoriasis_skin_stromal:0.265,p=0.021	False
AP002856.4	2	0	0	0	0	0	0										False
AP002884.1	9	0	1	0	0	0	1		ulcerative colitis					0.04471584913155513	-1.3839065891338787		False
AP002884.2	3	0	0	0	0	0	0										False
AP002884.4	4	0	0	0	0	0	0										False
AP002892.1	2	0	0	0	0	0	0										False
AP002907.1	5	0	0	0	0	0	0										False
AP002954.1	5	0	0	0	0	0	0										False
AP002961.1	1	0	0	0	0	0	0										False
AP002986.1	6	0	1	0	0	0	1		ulcerative colitis					0.04076932306681132	-0.5759814426091475		False
AP002989.1	3	0	0	0	0	0	0										False
AP002990.1	3	0	0	0	0	0	0										False
AP002991.1	3	0	0	0	0	0	0										False
AP002992.1	5	0	0	0	0	0	0										False
AP002993.1	1	0	0	0	0	0	0										False
AP003025.1	2	0	0	0	0	0	0										False
AP003025.2	3	0	0	0	0	0	0										False
AP003032.1	4	0	0	0	0	0	0										False
AP003032.2	2	0	0	0	0	0	0										False
AP003037.1	3	0	0	0	0	0	0										False
AP003059.2	3	0	0	0	0	0	0										False
AP003063.1	3	0	0	0	0	0	0										False
AP003064.1	2	0	0	0	0	0	0										False
AP003064.2	4	0	0	0	0	0	0										False
AP003068.1	4	0	1	0	0	0	1		ulcerative colitis					0.04013594089236324	-0.6313805086125232		False
AP003068.2	9	0	0	0	0	0	0										False
AP003068.3	1	0	0	0	0	0	0										False
AP003071.2	3	0	1	0	0	0	1		psoriasis					0.006593027142411123	-1.0189296167612663		False
AP003071.3	1	0	0	0	0	0	0										False
AP003071.4	2	1	0	0	0	1	0	psoriasis		0.029119725477789866	0.5560654875640701	1.0183553113079369	2.355299706828898			psoriasis_skin_stromal:1.02,p=0.029	False
AP003086.1	7	0	0	0	0	0	0										False
AP003086.3	3	0	0	0	0	0	0										False
AP003096.1	3	0	0	0	0	0	0										False
AP003097.2	1	0	0	0	0	0	0										False
AP003100.1	2	0	0	0	0	0	0										False
AP003108.1	2	0	0	0	0	0	0										False
AP003108.2	6	0	0	0	0	0	0										False
AP003110.1	3	0	0	0	0	0	0										False
AP003117.1	2	0	0	0	0	0	0										False
AP003119.1	2	0	0	0	0	0	0										False
AP003119.2	6	0	1	0	0	0	1		ulcerative colitis					0.00985408269323207	-1.162020093473149		False
AP003119.3	2	0	0	0	0	0	0										False
AP003121.1	3	0	0	0	0	0	0										False
AP003122.2	2	0	0	0	0	0	0										False
AP003128.1	2	0	0	0	0	0	0										False
AP003168.2	3	0	0	0	0	0	0										False
AP003170.4	3	0	0	0	0	0	0										False
AP003171.3	1	0	0	0	0	0	0										False
AP003174.1	3	0	0	0	0	0	0										False
AP003175.1	3	0	0	0	0	0	0										False
AP003306.1	3	0	0	0	0	0	0										False
AP003306.2	7	0	0	0	0	0	0										False
AP003351.1	3	0	0	0	0	0	0										False
AP003352.1	8	0	1	0	0	0	1		ulcerative colitis					0.017969904703607206	-0.8122303842672529		False
AP003354.1	2	0	0	0	0	0	0										False
AP003355.2	4	0	0	0	0	0	0										False
AP003390.1	3	0	0	0	0	0	0										False
AP003392.1	7	0	0	0	0	0	0										False
AP003392.3	2	0	0	0	0	0	0										False
AP003392.4	9	0	0	0	0	0	0										False
AP003392.6	9	0	1	0	0	0	1		ulcerative colitis					0.016453749787893417	-0.8259034461309127		False
AP003396.1	2	0	0	0	0	0	0										False
AP003396.5	2	0	0	0	0	0	0										False
AP003398.2	3	0	0	0	0	0	0										False
AP003400.1	3	0	0	0	0	0	0										False
AP003419.2	8	0	1	0	0	0	1		ulcerative colitis					0.03458538892932355	-1.0407026274741489		False
AP003419.3	7	0	0	0	0	0	0										False
AP003465.1	4	0	0	0	0	0	0										False
AP003467.1	2	0	0	0	0	0	0										False
AP003469.1	2	0	0	0	0	0	0										False
AP003469.2	5	0	0	0	0	0	0										False
AP003469.4	9	1	1	0	0	1	1	Crohn disease	psoriasis	0.04832380847280921	0.5954565680453519	1.2210415886428454	1.224938353584666	0.0023310352303092673	-1.4943047420523607	ibd_crohn_stromal:1.22,p=0.048	False
AP003471.1	1	0	0	0	0	0	0										False
AP003472.1	3	0	0	0	0	0	0										False
AP003481.1	3	0	0	0	0	0	0										False
AP003486.1	9	0	0	0	0	0	0										False
AP003498.1	5	0	1	0	0	0	1		ulcerative colitis					0.027537303075908234	-0.4460149840906783		False
AP003500.1	1	0	0	0	0	0	0										False
AP003501.1	1	0	0	0	0	0	0										False
AP003501.2	2	0	0	0	0	0	0										False
AP003548.1	3	0	0	0	0	0	0										False
AP003550.1	3	0	0	0	0	0	0										False
AP003555.1	3	0	0	0	0	0	0										False
AP003555.2	3	0	0	0	0	0	0										False
AP003555.3	3	0	0	0	0	0	0										False
AP003557.1	1	0	0	0	0	0	0										False
AP003557.2	3	0	0	0	0	0	0										False
AP003559.1	4	0	0	0	0	0	0										False
AP003680.1	5	1	1	0	0	1	1	Crohn disease	ulcerative colitis	0.048552561126351715	0.2860041269807652	0.7725333450611245	1.232497439157215	0.011578077507184795	-1.3366164059926515	ibd_crohn_epithelial:0.773,p=0.049	False
AP003692.1	3	0	0	0	0	0	0										False
AP003696.1	8	0	1	0	0	0	1		ulcerative colitis					0.02401663242665819	-0.3873556240210307		False
AP003715.1	1	0	0	0	0	0	0										False
AP003716.1	7	0	1	0	0	0	1		ulcerative colitis					0.04494208017325118	-1.5153634881690605		False
AP003718.1	1	0	0	0	0	0	0										False
AP003721.2	3	0	0	0	0	0	0										False
AP003721.3	2	0	0	0	0	0	0										False
AP003721.4	4	0	0	0	0	0	0										False
AP003730.2	2	0	0	0	0	0	0										False
AP003733.3	4	0	0	0	0	0	0										False
AP003774.1	4	0	0	0	0	0	0										False
AP003774.2	2	0	0	0	0	0	0										False
AP003774.3	5	0	0	0	0	0	0										False
AP003774.4	7	1	0	0	0	1	0	psoriasis		0.02270448205217233	0.40019800162873154	0.7005960469731048	2.3780813890637935			psoriasis_keratinocyte:0.701,p=0.023	False
AP003785.1	1	0	0	0	0	0	0										False
AP003900.1	2	0	0	0	0	0	0										False
AP003969.1	2	0	0	0	0	0	0										False
AP004147.1	6	0	0	0	0	0	0										False
AP004550.1	2	0	0	0	0	0	0										False
AP004608.1	2	0	0	0	0	0	0										False
AP004609.1	2	0	0	0	0	0	0										False
AP004609.3	8	1	0	0	0	1	0	psoriasis		0.03606847675667022	0.40121785300954577	0.5125698865412472	2.185610852721529			psoriasis_keratinocyte:0.513,p=0.036	False
AP005019.1	5	0	0	0	0	0	0										False
AP005059.1	3	0	0	0	0	0	0										False
AP005059.2	3	1	0	0	0	1	0	psoriasis		0.03293380558023777	0.7297013371935511	1.0193218274024618	2.138072047207462			psoriasis_skin_apc:1.02,p=0.033	False
AP005062.1	2	0	0	0	0	0	0										False
AP005120.1	1	0	0	0	0	0	0										False
AP005121.1	2	0	0	0	0	0	0										False
AP005131.1	5	0	0	0	0	0	0										False
AP005131.2	3	0	0	0	0	0	0										False
AP005131.3	3	0	0	0	0	0	0										False
AP005131.4	3	0	0	0	0	0	0										False
AP005131.5	3	0	0	0	0	0	0										False
AP005136.2	3	0	0	0	0	0	0										False
AP005137.1	1	0	0	0	0	0	0										False
AP005137.2	2	0	0	0	0	0	0										False
AP005202.2	1	0	0	0	0	0	0										False
AP005203.1	3	0	0	0	0	0	0										False
AP005205.2	3	0	0	0	0	0	0										False
AP005209.1	3	0	0	0	0	0	0										False
AP005210.1	2	0	0	0	0	0	0										False
AP005230.1	3	0	0	0	0	0	0										False
AP005233.1	1	0	0	0	0	0	0										False
AP005233.2	4	0	0	0	0	0	0										False
AP005242.1	3	1	0	0	0	1	0	psoriasis		0.039295700836201396	0.7297013371935511	0.8586132134697448	1.9919083663505335			psoriasis_skin_apc:0.859,p=0.039	False
