predictor	analysis	disease_name	compartment	n_case	n_control	delta_case_minus_control_z	p	positive_nominal
complement_effector	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	1.6257908897218047	0.0028029698375002625	True
complement_effector	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	0.6088867076044039	0.31522380973783287	False
complement_effector	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.2597170423439751	0.6755078468704538	False
complement_effector	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	1.230565584621222	0.044729048064759795	True
complement_effector	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.192525954496474	0.03110718548546079	True
complement_effector	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	-0.05878097357413896	0.9254791413087115	False
complement_effector	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.6388564826390184	0.04352638839210932	True
complement_effector	psoriasis_skin_apc	psoriasis	skin APC	3	3	1.1900238580561404	0.22598060426504765	False
complement_effector	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.2177704144201917	0.19310117380060662	False
complement_effector	ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	18	18	-0.2437486674725238	0.4728447373593692	False
complement_effector	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	-0.417672283129308	0.29593366239310903	False
complement_effector	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.10702787350374235	0.7913598794740118	False
complement_effector	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	0.0005789465019964262	0.9988518785264164	False
complement_effector	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	1.6956483992754021	0.00720539935963325	True
complement_effector	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	1.750189223220211	0.30909142880197815	False
complement_effector	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	1.2788529639527524	0.02080528270789662	True
complement_effector	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	1.407045174740913	0.004564139476352725	True
complement_effector	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	0.5587215229550653	0.10278799683061093	False
gene:FKBP1A	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	-0.2629237632404605	0.6704564967108835	False
gene:FKBP1A	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	1.1876341156986543	0.03263432232619792	True
gene:FKBP1A	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.9362762109600559	0.10735505369977852	False
gene:FKBP1A	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	-1.0918244109702187	0.05305629891162769	False
gene:FKBP1A	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.4357965691020564	0.004983763980150815	True
gene:FKBP1A	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	1.0798160849523208	0.05746336457848379	True
gene:FKBP1A	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	-0.41687218116983316	0.6721927690777665	False
gene:FKBP1A	psoriasis_skin_apc	psoriasis	skin APC	3	3	1.1985687567449061	0.203316373328482	False
gene:FKBP1A	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.6325891352334168	0.02076798895170915	True
gene:FKBP1A	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	0.15911329862122534	0.712654677852762	False
gene:FKBP1A	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.2217824243287658	0.587094956565876	False
gene:FKBP1A	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	0.11121488025905657	0.7880937502818933	False
gene:FKBP1A	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	1.6142582391919391	0.01466482690468376	True
gene:FKBP1A	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	0.4376658644746648	0.6208858488731203	False
gene:FKBP1A	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	0.7108850602517275	0.10070955952483893	False
gene:FKBP1A	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	0.7270515273644622	0.1695502928832209	False
gene:FKBP1A	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	1.0670137362154697	0.05612993091867311	True
gene:TGM2	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	1.2178527225972182	0.032820306806891436	True
gene:TGM2	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	1.639291062389728	0.0004746642023510945	True
gene:TGM2	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	1.2443728502874583	0.025645494207430845	True
gene:TGM2	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	1.231332180099902	0.04417479908551308	True
gene:TGM2	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.2691986907796218	0.03414901020715823	True
gene:TGM2	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	1.513763935216223	0.0037107315873264233	True
gene:TGM2	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.3546927825605373	0.13232254965794676	False
gene:TGM2	psoriasis_skin_apc	psoriasis	skin APC	3	3	-0.8268371057297442	0.3710801180560565	False
gene:TGM2	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.4708340342812112	0.08567092898090793	True
gene:TGM2	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	0.3631398527112404	0.40915154040290813	False
gene:TGM2	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.09830214751102016	0.8055911106231483	False
gene:TGM2	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	-0.18324136645011907	0.6707058540443595	False
gene:TGM2	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	1.1690397655549267	0.1992063759746182	False
gene:TGM2	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	1.5840335506357313	0.3553866920721597	False
gene:TGM2	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	0.6791818502090305	0.36809944866296795	False
gene:TGM2	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	-0.284835004957977	0.37740294674562297	False
gene:TGM2	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	-0.6518035409851385	0.048595206385329756	False
gene:CSTA	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	0.07202713286542475	0.9083758373731579	False
gene:CSTA	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	1.48150450865158	0.0035420360385618557	True
gene:CSTA	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.6129683387760443	0.3341397970243437	False
gene:CSTA	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	0.4771181254736081	0.4410954693884022	False
gene:CSTA	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.5736913233074823	0.0014923262433479184	True
gene:CSTA	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	1.0009005589813085	0.11022737132144078	False
gene:CSTA	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	0.2548071102699013	0.7977793682428591	False
gene:CSTA	psoriasis_skin_apc	psoriasis	skin APC	3	3	1.2751672220189532	0.18480255830564774	False
gene:CSTA	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	0.6197681743818755	0.5322484286743543	False
gene:CSTA	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	0.4298840814799211	0.3546369094656569	False
gene:CSTA	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.007951705749542466	0.9846133125648421	False
gene:CSTA	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	0.7381905925075121	0.11966255760795998	False
gene:CSTA	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	0.4805325544035495	0.5119885162954408	False
gene:CSTA	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	1.3907030921296912	0.2700402199583567	False
gene:CSTA	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	-0.2639412706261739	0.3668809233215238	False
gene:CSTA	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	-0.044864082078634085	0.8932225107420247	False
gene:CSTA	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	0.0035051127907875317	0.994445756814274	False
gene:MYD88	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	0.2718829820777482	0.6600625951088541	False
gene:MYD88	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	1.5544603133529806	0.0038754104476312235	True
gene:MYD88	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	1.2202040702589403	0.029628448884842035	True
gene:MYD88	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	0.29800164683495367	0.6364635264579389	False
gene:MYD88	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.6678675405012937	0.001346489153999803	True
gene:MYD88	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	0.9417890210840465	0.10862511078351406	False
gene:MYD88	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.3584194398864538	0.1236152438433266	False
gene:MYD88	psoriasis_skin_apc	psoriasis	skin APC	3	3	1.5634655864616123	0.061516452763747904	True
gene:MYD88	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.6280164286799925	0.057849915238688904	True
gene:MYD88	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	-0.3923331977039668	0.3957011054639666	False
gene:MYD88	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.14898384878795068	0.7158531870751476	False
gene:MYD88	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	0.1581970283379469	0.711380490806734	False
gene:MYD88	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	1.108258083640807	0.22455394886462798	False
gene:MYD88	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	0.8959790630629475	0.41927468416999386	False
gene:MYD88	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	0.28444549056585133	0.5238666267199606	False
gene:MYD88	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	0.3963503889458708	0.3953655805646831	False
gene:MYD88	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	0.5021518727776851	0.3239880565054744	False
gene:SPP1	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	0.8570581791277465	0.17431980449765183	False
gene:SPP1	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	0.7013859575171124	0.2683631890634024	False
gene:SPP1	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	-0.02057755203002141	0.9735845063367069	False
gene:SPP1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	0.834655475485018	0.1862017658758944	False
gene:SPP1	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	0.0012764222649080115	0.998385417220286	False
gene:SPP1	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	0.6690032544768647	0.5082262613953659	False
gene:SPP1	psoriasis_skin_apc	psoriasis	skin APC	3	3	0.4776985336761821	0.6260233252292523	False
gene:SPP1	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	-0.1898504330891026	0.8466410849448743	False
gene:SPP1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	-0.8107707410363951	0.03825827523400779	False
gene:SPP1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.42158106538197426	0.26117919726692884	False
gene:SPP1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	-0.6896211211368743	0.05974764501183143	False
gene:SPP1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	1.7728421318853629	0.06085724710063935	True
gene:SPP1	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	2.007766025387379	0.21051539604268107	False
gene:SPP1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	1.0472235374394239	0.15409389218309646	False
gene:SPP1	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	1.7186148895563482	0.06540178854058089	True
gene:SPP1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	1.634303349480652	0.17861888346964688	False
gene:DUSP6	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	1.0556165978527297	0.0635229258406954	True
gene:DUSP6	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	0.2788697143887885	0.6578203817689782	False
gene:DUSP6	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.21045982775594507	0.7372141843389809	False
gene:DUSP6	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	1.1266853701522148	0.05859160800710175	True
gene:DUSP6	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	0.39161982075003243	0.531945086459961	False
gene:DUSP6	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	0.2682947496138629	0.6657117629496964	False
gene:DUSP6	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	0.843563096938686	0.401679307485318	False
gene:DUSP6	psoriasis_skin_apc	psoriasis	skin APC	3	3	-0.9656278666367083	0.2825323656304688	False
gene:DUSP6	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.5791012316224093	0.07318715031160222	True
gene:DUSP6	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	-0.8969218427658789	0.020884166003002462	False
gene:DUSP6	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.5862618975594995	0.12929474348975295	False
gene:DUSP6	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	-1.063880349023321	0.003456213022007081	False
gene:DUSP6	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	-0.9459217616234163	0.06351682213739669	False
gene:DUSP6	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	1.6613060150035501	0.22863765286635318	False
gene:DUSP6	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	0.6208045078316904	0.08612099375269092	True
gene:DUSP6	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	0.3882419641207814	0.5550389931887391	False
gene:DUSP6	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	1.768530227211053	0.00015443468963707575	True
gene:GALE	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	0.9954467213808315	0.08584324993533653	True
gene:GALE	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	0.3336142028362603	0.5893593348305278	False
gene:GALE	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.5748714296379405	0.34318729055737357	False
gene:GALE	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	1.3762191766903842	0.008462230264468166	True
gene:GALE	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	-0.1308996411609608	0.8328504646602877	False
gene:GALE	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	0.9355672115827564	0.11986815507395318	False
gene:GALE	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.7988442452411038	0.0003299068135955053	True
gene:GALE	psoriasis_skin_apc	psoriasis	skin APC	3	3	1.082641976155264	0.22033164461703542	False
gene:GALE	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.4778627897254148	0.05250380093583337	True
gene:GALE	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	-0.2683061451075377	0.5329754514524244	False
gene:GALE	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.42115126150857346	0.28620326239633603	False
gene:GALE	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	0.01636052406741444	0.9672444987255567	False
gene:GALE	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	0.5785638266019707	0.5020473303963915	False
gene:GALE	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	0.514625370738591	0.5549672380337396	False
gene:GALE	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	0.449836616605215	0.40798146571958843	False
gene:GALE	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	0.4279572195962762	0.38109563502732247	False
gene:GALE	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	0.5341963960630735	0.4449321902466711	False
gene:RPP40	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	0.3093227561080012	0.6188291683084104	False
gene:RPP40	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	0.9559914364223191	0.10001631782235612	False
gene:RPP40	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	-0.04611484622774582	0.9414418770519432	False
gene:RPP40	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	1.0478703812161927	0.08699061690794715	True
gene:RPP40	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	0.9188700094431412	0.13201832498433846	False
gene:RPP40	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	0.8970384177084518	0.14659045687479352	False
gene:RPP40	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.4852805743313537	0.08232483902515106	True
gene:RPP40	psoriasis_skin_apc	psoriasis	skin APC	3	3	-1.0218551278439993	0.2502312732048693	False
gene:RPP40	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.70521403534929	0.017639314333791036	True
gene:RPP40	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	-0.3078175634824053	0.46388795956608014	False
gene:RPP40	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.21646497500832645	0.5913253609267598	False
gene:RPP40	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	0.13327207573190003	0.7467611445516735	False
gene:RPP40	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	0.46456892105237724	0.38333315259253076	False
gene:RPP40	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	0.14644943993826048	0.817619595184267	False
gene:RPP40	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	0.5689164811872474	0.3556155105825655	False
gene:RPP40	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	1.294579418752975	0.08597933277975278	True
gene:RPP40	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	0.4940216905122325	0.5518505124524563	False
gene:CBX3	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	1.0989115178543796	0.07346831816432502	True
gene:CBX3	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	0.2771405631164989	0.6536986061818423	False
gene:CBX3	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.652537418384839	0.29717928672266636	False
gene:CBX3	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	0.6152026586833895	0.3311402091601497	False
gene:CBX3	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.3490867292144342	0.012316224465768855	True
gene:CBX3	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	1.6000925550233958	0.0014254442340333696	True
gene:CBX3	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.5158994513073993	0.09062063216292117	True
gene:CBX3	psoriasis_skin_apc	psoriasis	skin APC	3	3	1.3146132758449625	0.10677675408231066	False
gene:CBX3	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.8090382433477474	0.0007718062351842179	True
gene:CBX3	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	-0.5571847060681333	0.19041049739057375	False
gene:CBX3	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.5201122427373588	0.18437629511240047	False
